X_6,X_5,X_7,X_2,X_1,X_8,X_9,X_0,X_4,X_3
1,0,0,0,1,1,1,1,0,0
1,1,0,1,1,0,0,1,0,1
0,1,1,0,0,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0
0,1,0,0,1,0,1,0,1,1
0,1,1,1,0,1,1,0,0,0
1,0,0,1,1,0,0,0,1,1
0,1,0,0,1,0,1,0,1,0
0,1,1,1,0,1,1,0,0,1
1,0,1,0,0,1,0,1,0,1
0,1,1,0,0,1,0,0,1,0
1,1,1,0,1,1,0,0,1,1
0,1,1,1,1,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1
1,1,1,0,0,0,0,1,1,1
0,1,0,1,0,0,1,1,1,0
0,0,0,0,1,0,1,0,0,1
0,1,1,0,0,1,1,0,1,0
1,0,0,1,0,1,0,0,0,1
1,1,1,0,0,0,0,1,0,1
1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1
0,1,0,0,1,0,1,0,1,1
0,0,1,1,0,0,0,1,1,0
1,1,0,0,1,1,0,1,0,1
1,1,1,1,0,1,1,0,0,1
0,0,1,1,0,1,0,1,0,1
0,0,0,0,1,0,1,0,0,1
1,1,1,1,0,1,0,0,0,1
1,0,1,1,0,1,1,0,0,0
0,1,1,1,1,0,0,1,1,1
1,1,1,1,1,1,1,0,0,0
1,1,0,0,0,1,0,0,0,0
0,1,1,1,0,1,0,1,1,0
1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,1,1,0,1,1
0,1,1,1,1,1,1,1,0,1
0,1,0,0,0,1,0,1,0,1
0,0,0,0,0,1,1,1,0,1
0,1,1,1,0,0,1,0,1,1
0,0,0,1,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,1
1,0,1,0,0,1,1,1,1,1
1,0,0,0,0,1,1,1,0,0
1,1,0,1,0,1,1,1,1,0
0,1,0,1,0,1,1,1,0,0
1,1,0,0,0,1,0,0,1,0
1,1,0,1,0,1,1,1,0,0
1,1,1,0,1,1,0,0,1,0
1,0,1,1,1,0,1,0,1,1
0,0,0,1,0,1,1,1,1,1
1,1,0,0,0,0,1,1,1,1
1,0,1,0,1,1,1,1,0,1
0,1,0,0,1,0,1,0,1,1
1,1,0,0,0,1,0,1,1,0
1,0,1,1,1,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0
1,0,1,0,0,0,0,1,1,1
1,0,1,1,0,1,1,1,0,1
1,1,0,1,0,0,1,1,1,0
0,0,1,0,1,0,1,0,0,0
0,0,0,1,1,0,1,0,1,0
1,0,1,0,0,0,1,1,1,1
1,1,1,1,0,0,1,1,0,1
0,0,1,0,0,1,1,0,1,1
0,0,1,1,0,1,1,0,0,1
1,1,1,0,1,1,0,0,1,0
1,1,0,0,1,0,1,1,0,1
0,1,1,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,0,0
1,0,0,1,0,1,0,0,1,1
1,0,1,0,0,0,1,1,0,1
1,0,1,0,1,1,1,1,0,0
1,1,0,0,0,1,0,0,0,0
0,1,1,0,1,0,1,0,0,1
0,1,1,1,0,0,0,1,1,1
1,0,1,1,0,0,1,0,0,1
0,0,1,1,1,1,0,0,0,1
1,1,0,1,0,1,0,0,1,0
0,1,0,1,0,1,1,0,0,0
1,0,0,1,0,0,1,0,0,0
0,1,0,1,0,1,1,0,0,0
0,1,1,1,1,0,0,1,1,0
0,1,1,1,0,0,1,1,1,0
1,0,0,0,0,1,1,1,0,1
0,0,0,1,1,0,0,0,0,1
1,0,0,1,1,1,1,1,1,1
0,0,0,1,1,0,1,0,0,0
1,0,0,1,0,1,1,1,1,1
0,1,0,1,1,0,0,1,0,0
0,0,1,1,0,1,1,0,0,0
1,0,1,0,1,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,1,0,0,1
1,1,0,1,0,0,1,1,0,1
1,0,1,1,0,0,1,0,0,1
1,1,0,1,1,1,1,0,0,0
0,1,0,1,1,1,0,1,1,1
1,1,0,1,1,1,1,1,1,1
1,1,0,1,0,0,1,1,0,0
0,1,0,0,0,1,1,0,1,0
0,0,0,1,0,1,0,1,0,1
1,0,1,0,1,1,0,1,0,0
0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,0,1,0,0,0
1,0,1,0,0,1,1,1,0,0
1,1,0,1,1,1,0,1,1,0
1,0,0,1,1,1,1,1,0,1
1,1,1,0,0,1,0,0,1,0
0,1,1,0,0,0,0,0,0,1
1,1,0,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,0
0,0,0,0,1,1,1,0,0,0
0,0,0,1,0,0,0,1,0,1
0,1,1,1,0,1,0,1,1,1
1,1,1,0,0,1,1,1,0,1
0,1,1,1,0,0,0,0,0,0
0,1,1,1,0,0,1,0,1,1
0,1,0,0,0,0,1,0,0,1
0,0,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,1,1,0
1,1,0,0,1,1,1,0,1,0
1,1,0,1,0,0,1,1,1,1
0,1,1,0,1,1,0,0,0,1
1,1,0,0,0,1,1,1,0,1
1,0,1,1,1,0,1,0,0,1
0,1,1,1,1,1,0,1,0,0
0,1,0,1,1,1,0,1,1,1
1,0,0,1,0,1,1,1,0,1
1,0,1,1,0,0,0,0,0,1
0,1,0,0,1,0,1,1,1,1
1,1,0,1,0,1,1,0,0,0
0,1,0,1,1,1,1,0,1,1
1,1,0,1,0,1,1,0,0,1
1,0,1,0,1,1,0,1,0,1
1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,1,1,0
0,0,1,1,0,0,1,0,1,0
0,1,1,0,0,0,1,0,1,0
0,0,1,0,0,1,1,0,0,1
0,1,0,1,0,1,0,1,1,1
1,1,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,0,0
1,0,0,1,0,1,1,0,0,1
1,0,1,1,1,0,0,0,0,1
1,1,0,1,0,1,1,1,1,1
0,1,0,1,0,1,1,0,0,1
0,0,1,1,1,1,1,1,1,1
1,1,0,1,0,0,0,1,1,1
1,0,1,0,1,1,1,0,0,0
0,1,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,0,0,1,1,1,1,1
0,1,0,1,0,0,1,1,1,0
1,1,1,0,0,0,1,1,1,0
1,1,0,1,1,1,1,0,0,1
1,0,0,1,0,1,1,1,1,0
1,0,1,0,0,0,1,1,0,1
0,0,1,1,1,0,1,1,0,1
1,0,1,1,1,1,1,0,0,0
1,1,1,0,0,1,1,1,1,1
1,1,0,0,0,1,0,0,0,0
0,1,1,1,0,1,0,1,1,1
1,1,0,0,1,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1
0,1,0,1,1,0,1,0,0,1
1,0,1,0,1,0,0,1,0,1
1,0,0,1,0,0,1,0,0,1
1,1,1,1,0,0,0,0,0,1
1,1,1,0,1,1,0,1,0,1
1,1,0,1,1,0,0,0,0,1
1,1,1,0,1,1,0,1,0,1
1,1,0,0,0,1,1,1,0,1
0,0,1,1,0,0,1,1,1,0
1,0,1,1,1,1,0,0,1,1
1,1,0,1,1,1,1,0,1,1
1,0,0,1,1,0,1,0,0,1
1,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,1,1,0,0
1,1,1,0,0,1,0,0,0,1
1,0,1,1,0,0,1,0,0,0
0,1,1,1,0,0,0,1,1,0
1,1,1,0,1,1,0,1,0,1
1,0,0,0,1,1,1,1,0,1
1,1,0,1,1,0,0,0,0,1
1,0,1,0,0,0,1,0,1,0
0,1,1,1,0,1,0,1,1,1
1,1,0,0,1,1,1,1,0,1
1,0,1,0,0,1,1,1,0,1
1,1,0,0,1,1,1,0,0,1
1,0,1,0,0,0,0,1,1,1
1,0,1,0,0,1,0,0,1,1
1,0,0,1,1,1,0,1,0,0
1,1,1,1,1,1,1,0,0,0
0,1,1,0,1,1,0,0,1,0
1,1,0,0,1,1,0,1,0,1
1,1,0,0,0,1,0,0,1,0
1,1,0,0,0,1,1,1,0,0
0,1,1,1,0,1,1,0,1,0
0,0,1,0,0,1,1,0,1,0
1,0,0,0,0,1,1,1,0,0
1,1,0,1,0,0,1,1,0,1
0,0,0,1,0,0,1,0,1,0
0,1,1,0,1,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0
0,1,0,1,0,1,1,0,0,1
0,0,1,0,1,1,1,1,0,1
0,1,0,0,0,0,1,0,1,0
1,1,0,1,0,1,0,0,0,1
1,1,0,0,1,1,1,0,1,0
1,1,1,0,0,1,1,1,0,1
1,1,1,1,1,1,0,0,0,0
1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,1,0,1
0,1,0,1,1,1,1,1,1,1
1,1,0,1,0,0,1,0,0,1
1,0,0,0,1,1,1,0,1,1
1,1,0,1,0,1,0,1,1,0
1,1,0,0,1,0,1,0,1,1
1,0,1,0,0,0,0,1,1,0
1,1,0,0,0,1,0,1,1,0
1,1,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,1,1
0,0,1,0,0,0,1,1,1,1
1,0,1,0,1,1,0,0,0,1
1,1,1,0,1,0,1,1,1,1
0,1,1,0,1,0,0,1,1,1
1,1,0,0,0,0,1,1,0,1
0,0,1,1,1,1,0,0,1,0
1,1,0,0,1,1,1,1,0,1
1,1,0,0,0,1,1,1,1,1
1,0,1,1,0,1,1,0,0,1
0,0,0,1,0,0,1,1,0,1
1,1,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,0,1,0
1,1,0,0,1,0,1,0,1,1
0,1,1,1,0,0,1,1,1,0
1,1,1,0,1,1,0,0,1,0
0,1,1,0,1,1,1,0,1,0
1,0,1,0,1,0,0,1,0,1
0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,1,1,1,0,0
0,0,0,1,1,1,1,1,1,0
0,1,0,1,1,1,1,0,0,1
0,1,1,0,0,0,1,1,1,1
1,0,0,0,0,0,0,1,0,1
1,1,0,1,0,1,1,1,1,0
1,1,0,1,1,1,1,0,1,0
1,0,0,1,1,1,1,0,0,0
1,1,0,1,0,1,0,0,0,0
1,0,1,1,0,1,1,1,1,0
1,0,1,0,1,0,1,1,0,1
0,1,0,1,0,0,1,1,1,1
0,1,0,0,0,1,1,0,1,0
0,0,1,1,0,1,0,0,0,0
1,0,0,0,0,1,1,1,0,0
0,1,0,0,1,1,0,0,1,0
0,1,1,1,0,1,0,1,1,1
1,1,1,1,0,0,1,0,0,1
1,1,1,1,0,1,1,0,0,0
0,1,0,1,0,1,0,1,1,1
0,1,0,1,1,0,0,1,0,1
1,1,0,0,0,1,1,0,1,0
1,1,0,1,0,1,1,1,1,0
1,1,1,0,0,0,1,1,0,1
1,0,1,0,1,1,1,1,0,1
1,1,0,1,1,0,1,1,0,0
1,1,1,1,0,1,1,1,1,1
1,0,1,0,1,1,1,1,0,1
1,1,0,0,0,0,0,0,1,1
1,1,0,0,0,1,0,0,1,0
0,0,1,1,1,1,1,0,0,0
1,0,1,1,0,1,0,0,0,1
1,0,1,0,0,0,0,1,0,1
1,1,0,0,1,1,1,1,0,1
0,1,0,1,0,1,0,1,1,1
0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,1,0,1
0,1,0,1,0,0,1,1,1,0
0,1,0,1,0,0,1,1,1,0
1,1,0,0,1,0,1,0,0,1
0,1,1,1,0,0,0,1,0,1
1,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1
0,1,0,0,0,1,1,0,1,0
0,0,1,1,0,0,1,0,1,1
1,1,1,0,0,1,1,0,1,0
1,1,0,1,0,1,0,0,0,1
1,1,1,0,0,1,0,1,0,1
1,0,0,1,0,0,0,1,0,1
1,1,0,1,0,0,1,0,0,1
0,1,1,1,1,1,0,0,0,0
0,1,0,0,1,1,0,1,0,1
1,1,1,0,0,1,0,1,0,1
1,0,0,0,0,1,1,1,0,1
1,1,0,0,0,0,1,1,0,0
0,1,1,1,1,1,0,0,1,0
0,1,1,0,0,0,1,0,1,1
1,0,0,1,0,1,0,0,0,0
0,0,1,0,0,1,1,0,1,0
0,1,1,1,1,1,0,1,0,1
1,1,0,1,0,1,1,0,1,1
0,1,1,1,1,0,0,1,0,0
1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,1
0,0,1,1,0,1,1,0,0,1
1,0,1,0,0,1,0,1,1,0
0,1,1,1,1,0,1,0,1,1
1,1,1,0,0,0,0,1,0,1
0,1,1,1,0,0,1,0,1,0
0,0,1,1,0,1,0,0,0,1
1,1,0,0,0,0,0,1,1,1
0,0,1,1,0,0,1,0,1,0
1,0,0,0,0,1,1,1,1,0
0,1,1,1,1,0,1,0,0,1
1,1,1,0,1,1,1,1,1,1
0,1,1,1,0,0,1,1,1,1
0,0,1,0,1,1,1,0,0,1
0,0,1,0,0,1,1,0,1,1
1,1,1,0,0,1,0,0,1,1
0,0,0,1,0,1,1,0,0,0
0,1,1,1,0,0,1,1,1,0
0,1,0,1,0,0,1,1,1,1
1,0,1,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,1,1
1,1,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,0,1,1
1,0,0,0,1,0,0,1,1,0
1,0,0,0,0,1,0,1,1,0
1,0,1,1,0,1,1,0,0,0
1,0,0,0,0,0,1,1,0,1
1,1,0,0,0,1,1,0,1,1
0,0,1,0,0,0,1,0,0,1
1,1,0,0,0,1,0,1,0,1
0,1,0,1,1,1,0,1,1,1
0,1,0,0,0,1,1,0,0,0
0,1,0,1,0,0,1,1,1,1
1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1
1,1,0,1,1,1,1,0,0,1
1,1,0,1,0,1,0,0,1,0
1,1,1,1,1,1,1,0,0,1
0,0,1,1,1,0,0,0,0,1
0,0,0,1,0,1,1,0,0,0
1,0,0,1,0,1,1,1,1,0
1,1,0,0,1,1,1,1,0,1
1,1,0,1,0,1,1,0,0,0
0,0,1,0,0,0,0,1,0,1
0,1,0,1,0,1,1,0,0,0
0,0,1,1,1,0,1,0,0,1
1,1,0,1,0,0,0,1,0,0
1,0,1,0,1,0,0,0,0,1
1,1,0,1,1,1,0,0,0,1
1,1,0,1,1,1,1,1,1,0
0,1,0,0,0,0,1,0,1,1
1,1,0,0,1,1,0,0,1,0
0,1,1,0,0,0,1,0,1,0
1,0,0,1,1,1,1,1,1,0
1,1,1,1,1,0,0,1,0,1
1,1,0,0,1,1,1,0,1,1
0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,1,1
1,1,1,0,0,1,1,1,0,1
1,1,1,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0
1,0,0,1,0,1,1,0,1,1
0,1,1,1,0,0,1,1,1,0
1,0,1,0,1,0,0,1,0,1
1,1,1,0,1,1,0,1,0,1
0,1,1,0,0,0,1,0,0,0
0,1,0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1,0,1
0,1,0,0,0,1,1,0,1,0
1,0,0,0,0,0,1,1,0,1
1,1,1,1,0,0,1,1,0,1
1,1,0,1,0,1,1,1,1,0
1,0,0,0,0,1,0,1,0,0
0,1,0,1,0,1,0,1,0,1
1,0,0,0,1,1,0,1,0,1
0,0,1,1,0,1,0,1,0,1
1,1,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,1,0,1
1,1,0,1,0,1,0,0,0,0
0,0,1,0,1,0,1,1,1,1
1,0,0,1,0,0,1,1,0,1
0,1,1,1,1,0,0,1,0,0
1,1,1,1,0,0,1,1,0,0
1,0,1,0,0,1,1,1,0,1
0,1,1,1,0,0,1,0,0,1
1,1,1,1,1,1,1,0,0,0
0,1,1,1,1,0,1,0,1,0
1,1,1,1,0,1,1,1,1,1
0,0,0,0,1,1,1,1,0,1
1,1,0,0,0,1,0,0,1,0
0,0,1,1,1,1,0,0,0,0
1,1,1,0,0,0,1,1,0,1
1,1,0,0,1,0,1,0,0,0
0,1,0,1,1,0,0,1,0,0
1,0,0,0,1,0,0,1,0,1
1,0,1,1,0,0,0,1,0,1
1,0,1,0,1,1,0,1,0,1
1,0,1,1,1,0,1,0,0,0
0,0,1,0,1,1,1,0,1,1
1,1,1,1,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0
0,1,0,0,1,0,1,0,0,0
1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,0,1,1,0,1
1,1,0,0,1,1,0,1,0,1
1,1,0,1,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,1,0
1,1,0,0,0,0,1,1,0,0
1,1,1,0,0,1,0,0,1,1
1,1,0,1,0,1,1,1,1,0
1,1,0,0,0,0,0,1,0,1
0,0,1,1,0,1,1,0,0,0
0,1,0,1,0,1,0,0,0,0
1,1,0,1,0,0,0,0,0,1
1,1,1,0,1,1,1,1,0,0
0,0,1,0,1,1,1,0,1,0
1,1,1,0,0,1,1,0,1,1
1,0,1,1,1,1,1,0,0,1
1,1,0,1,1,0,0,0,1,1
1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,1,0,1
0,1,0,1,1,0,1,1,1,1
1,0,0,1,0,1,1,1,1,0
1,0,0,0,0,1,0,0,1,0
1,0,1,0,0,0,1,1,0,1
1,0,0,1,0,1,0,0,1,0
1,1,0,0,0,1,1,0,1,1
1,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1
1,1,1,1,0,1,1,1,0,0
0,1,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,0,0,1
1,1,0,1,0,0,1,1,0,0
0,1,1,1,0,0,1,0,0,1
0,1,1,0,0,0,0,1,0,0
1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,1,1,0,1
1,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,1,1,1,0,0
0,1,1,1,0,1,1,1,1,0
0,0,1,1,0,0,1,0,1,0
1,0,1,0,0,1,1,1,0,1
1,0,0,1,1,1,0,0,0,0
1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,1,1
1,0,0,1,0,1,1,1,1,1
1,0,0,1,0,0,0,0,1,0
0,1,0,0,1,1,1,0,1,1
1,1,0,0,1,0,1,0,0,1
1,0,1,1,0,1,0,0,1,1
0,1,0,1,0,1,0,1,1,0
1,1,0,0,0,1,1,1,0,0
1,0,1,1,0,0,0,0,0,1
1,0,0,0,0,1,1,1,0,1
1,0,1,0,0,0,1,1,0,1
1,1,0,0,1,1,1,0,1,1
1,0,1,0,0,1,1,0,1,1
1,0,1,0,0,0,1,0,0,1
1,1,0,0,1,0,0,1,1,1
0,1,1,1,0,0,1,0,0,0
1,1,0,1,0,1,1,1,0,1
1,0,0,0,0,1,0,1,0,0
1,0,1,0,0,0,1,1,1,1
0,1,0,1,0,0,1,1,1,1
0,1,1,1,0,1,1,0,0,0
0,1,1,1,0,1,0,1,0,1
1,1,0,1,1,0,1,1,1,1
0,1,0,1,1,0,1,0,1,1
0,1,0,0,1,1,1,1,0,1
1,1,0,1,1,0,0,0,0,1
1,1,1,1,1,0,1,1,0,1
1,0,0,0,0,1,1,0,1,1
1,1,1,1,0,1,0,1,0,1
1,0,1,1,0,1,0,0,0,0
1,1,1,1,1,0,0,1,0,0
1,0,1,0,1,1,0,1,0,0
1,1,1,1,0,1,1,1,1,0
1,0,1,0,0,1,1,0,1,1
1,0,0,1,1,1,0,0,1,1
1,1,0,1,0,1,1,0,0,1
1,0,1,0,1,0,0,1,0,1
0,0,1,1,0,0,1,1,1,0
0,0,1,1,1,1,0,1,0,1
1,0,0,0,0,1,0,1,0,1
0,0,1,1,0,0,1,0,0,0
1,0,1,0,0,0,1,0,0,0
0,0,0,1,1,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1
0,1,0,1,0,0,1,0,0,1
0,1,1,0,1,1,1,0,1,0
0,1,1,1,0,1,1,1,1,1
1,1,0,0,0,1,1,1,0,1
0,1,1,0,0,0,1,0,0,1
0,1,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,1,0,0
0,1,1,1,0,1,1,0,1,1
1,0,0,0,1,1,0,1,0,1
1,1,1,1,0,1,0,0,1,0
1,0,0,0,0,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
1,1,0,0,0,0,1,1,0,1
0,1,0,1,1,0,1,1,1,1
1,1,1,0,0,1,0,0,1,1
0,1,1,1,0,0,1,1,0,0
0,0,1,1,0,1,1,0,1,0
1,1,0,1,0,0,1,1,0,1
0,1,0,1,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,0
1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,1,1,0,1
1,1,1,0,1,1,1,0,1,0
1,1,0,0,1,1,0,1,0,0
1,0,1,0,0,0,0,1,0,1
0,1,0,0,0,0,1,0,0,0
0,1,1,0,0,1,1,0,1,0
1,1,0,0,0,1,1,0,1,0
0,0,1,0,0,1,1,0,1,0
1,1,1,0,1,1,0,1,0,1
1,1,1,1,1,0,1,0,0,1
0,1,0,0,0,0,1,0,0,1
1,1,1,0,0,1,1,1,0,1
0,1,1,0,1,1,0,0,1,0
1,1,1,1,0,1,0,1,1,1
1,0,1,1,1,0,1,0,0,1
1,1,0,1,0,0,0,1,0,0
1,0,0,0,1,1,0,1,0,1
1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,1,1,0,1
1,0,0,0,1,1,0,1,1,1
1,1,0,0,0,0,0,0,0,1
0,1,0,1,0,1,1,0,1,0
1,1,0,1,1,0,1,1,0,1
0,1,1,1,1,1,0,1,1,0
1,1,0,0,1,0,1,1,1,1
1,0,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,1,1,1
0,1,1,1,0,1,0,0,0,0
1,1,0,1,1,1,1,1,0,0
0,1,1,1,0,1,1,1,0,1
1,1,1,1,0,1,0,1,0,0
0,0,1,1,0,1,0,0,0,0
1,0,1,1,0,0,0,0,0,1
1,1,0,1,0,1,1,1,1,0
0,0,1,0,1,1,1,0,0,0
1,1,0,0,0,1,1,0,1,1
1,0,1,0,0,1,0,1,0,1
0,1,1,1,1,1,1,0,0,0
0,0,1,1,1,0,1,0,1,0
0,1,1,0,1,0,1,0,0,1
1,1,0,1,0,0,1,1,0,0
1,1,1,1,1,0,0,1,0,0
0,1,1,0,1,0,0,0,0,1
1,1,1,0,1,1,0,0,1,0
1,1,1,1,1,1,0,1,1,1
1,1,0,1,1,0,0,1,1,1
0,0,0,1,0,1,0,1,0,1
1,0,1,0,0,1,1,1,0,0
0,1,0,1,1,1,0,0,1,1
0,1,0,1,1,1,1,0,0,1
1,0,0,0,1,1,0,1,0,1
0,1,0,1,0,1,0,1,1,1
1,1,1,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0
0,0,1,1,0,0,1,0,1,0
1,0,0,1,1,1,0,1,1,1
0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,0,0,0,0,0
1,1,1,0,0,1,0,0,0,1
1,1,0,0,0,1,0,1,0,0
0,0,1,0,1,1,1,0,1,0
1,1,1,0,0,1,0,1,0,1
0,1,0,0,1,1,1,0,0,0
0,1,0,0,1,1,0,0,1,1
0,1,0,1,1,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0
1,0,0,0,1,0,0,1,0,1
1,0,0,0,1,0,1,1,0,1
1,0,1,1,1,1,1,0,0,0
1,0,0,0,1,1,1,0,1,0
1,1,0,1,0,1,0,1,1,0
1,1,0,0,0,1,0,1,0,0
0,1,1,1,1,1,1,0,1,0
0,1,0,0,1,0,0,0,0,1
1,0,0,1,0,1,1,0,1,1
1,1,1,1,1,1,1,0,0,0
1,0,1,1,0,1,0,0,0,0
1,1,1,0,0,0,0,0,1,1
1,1,1,0,1,1,0,0,1,1
0,1,1,1,1,1,1,1,0,0
1,0,1,1,1,0,1,1,0,1
1,1,0,1,1,1,0,1,1,1
1,1,0,0,0,1,0,0,1,0
1,1,0,0,0,1,1,0,0,0
0,0,0,0,0,1,0,1,0,1
1,0,1,0,1,0,1,0,0,1
1,1,0,0,0,0,1,1,0,1
0,0,1,0,0,1,1,0,1,1
1,1,1,1,0,1,0,1,1,1
1,0,1,1,1,1,1,0,1,1
1,1,1,1,0,1,0,1,1,1
1,1,0,0,1,0,0,1,0,1
0,1,0,1,1,0,0,1,0,1
1,0,0,0,0,0,1,0,1,1
0,1,0,0,0,0,1,0,0,1
1,1,1,0,0,0,1,1,0,1
1,0,1,1,0,1,1,0,1,1
1,0,0,0,0,0,0,0,1,1
1,0,0,0,1,0,1,1,1,1
1,0,0,1,0,0,0,1,1,0
1,1,0,0,0,1,1,0,1,1
0,1,1,0,0,0,1,1,1,0
1,0,0,0,0,1,0,1,0,1
0,0,0,1,1,1,1,1,1,0
0,1,0,0,1,1,1,0,0,1
0,1,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,0,1
1,1,0,0,0,0,1,1,0,0
1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,1,1,1
1,1,0,1,0,1,1,1,1,1
0,0,1,1,0,1,1,0,0,0
1,1,0,1,0,0,1,0,1,0
1,1,1,0,1,1,0,0,1,1
1,1,0,0,1,1,1,1,0,1
0,1,0,1,1,1,0,1,1,1
0,1,0,0,1,0,1,0,0,1
1,1,0,0,1,1,1,0,1,1
0,1,0,1,1,1,1,0,0,1
1,0,0,1,1,1,0,0,0,0
1,1,1,0,1,1,1,0,1,0
0,1,1,1,0,1,1,0,0,1
1,1,0,1,0,0,0,0,0,1
1,1,0,0,1,1,0,0,0,1
1,1,0,1,0,0,1,1,0,1
0,0,1,0,0,1,1,0,1,0
0,1,1,1,0,1,0,1,1,0
1,1,1,0,0,1,1,0,0,0
0,1,1,1,1,1,1,0,0,0
1,0,0,1,0,1,0,0,1,0
0,1,0,0,1,0,1,0,0,1
1,1,1,1,1,0,0,1,1,1
0,1,0,1,1,0,1,0,1,0
1,0,1,0,0,0,0,1,1,0
0,1,1,1,1,0,0,1,1,1
0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1
1,0,0,1,0,1,1,1,1,0
1,1,0,0,1,0,1,0,0,1
1,0,1,0,0,1,1,1,1,0
1,1,0,0,1,1,0,1,0,1
1,0,1,0,0,1,1,0,1,0
0,1,0,1,0,1,1,0,0,0
1,1,1,0,1,1,0,1,0,0
0,1,0,0,0,1,1,0,0,1
0,0,1,0,1,0,0,0,0,1
0,0,0,1,1,1,0,1,0,0
0,0,0,1,0,0,1,0,0,0
1,1,0,0,1,0,1,1,0,0
1,1,1,0,1,1,1,1,0,1
1,0,1,0,1,1,1,1,0,0
1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,0,1
0,0,0,0,0,1,1,0,1,0
1,1,0,1,1,0,1,0,1,1
0,1,0,1,0,1,1,0,0,1
1,0,1,0,0,0,0,1,0,0
1,1,0,1,0,0,0,1,1,1
1,1,0,1,0,0,1,1,0,1
1,1,0,0,0,1,0,0,1,1
1,1,1,0,0,1,0,1,0,1
0,0,1,1,0,1,1,0,0,0
1,1,0,0,1,1,0,1,0,1
0,1,1,1,0,0,1,1,0,0
1,0,1,0,0,1,1,1,0,1
0,0,0,1,0,1,0,1,0,0
0,1,1,0,1,0,1,0,0,1
1,1,1,0,0,1,0,0,0,1
0,0,0,1,1,1,0,1,1,1
1,1,0,1,0,0,1,0,0,1
0,1,0,0,1,0,1,0,0,0
0,1,0,1,1,0,1,1,0,1
0,0,1,1,0,0,1,0,0,1
0,1,1,1,0,1,0,1,0,1
0,1,1,1,0,0,1,1,1,0
0,1,1,1,0,1,0,1,0,1
1,0,1,1,0,0,1,0,1,1
0,0,1,1,1,1,1,0,1,0
1,0,0,1,0,1,0,0,0,0
